App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5889049,HDR,07/22/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924887,HDR,10/27/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920881,HDR,09/18/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5892934,HDR,08/05/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922632,HDR,10/03/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5888686,HDR,07/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5897016,HDR,08/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921380,HDR,09/21/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924645,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920233,HDR,09/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924570,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921669,HDR,09/25/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923050,HDR,10/09/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919233,HDR,08/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5920228,HDR,09/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922915,HDR,10/06/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5897813,HDR,08/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5891144,HDR,07/31/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924594,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5880500,HDR,06/11/2018,Pending Fitness Interview,10/02/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5900244,HDR,08/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921595,HDR,09/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5899002,HDR,08/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921081,HDR,09/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922218,HDR,10/01/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5892488,HDR,08/03/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924688,HDR,10/24/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5924604,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920403,HDR,09/12/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5924612,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5892877,HDR,08/04/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5895815,HDR,08/09/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5922578,HDR,10/03/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923211,HDR,10/10/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920441,HDR,09/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924307,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924100,HDR,10/18/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5890041,HDR,07/26/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5888671,HDR,07/19/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921128,HDR,09/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5918890,HDR,08/28/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5897346,HDR,08/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5886627,HDR,07/10/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924580,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5891260,HDR,07/31/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5889745,HDR,07/25/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5892114,HDR,08/02/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5896310,HDR,08/09/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924054,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5896339,HDR,08/10/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922905,HDR,10/06/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923414,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924265,HDR,10/19/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924567,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922938,HDR,10/07/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920530,HDR,09/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921177,HDR,09/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5903672,HDR,08/14/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919680,HDR,09/05/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5912494,HDR,08/22/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920061,HDR,09/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919995,HDR,09/09/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5897544,HDR,08/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924354,HDR,10/21/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920990,HDR,09/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923147,HDR,10/09/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5924575,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5924343,HDR,10/21/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5922826,HDR,10/05/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924330,HDR,10/21/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924355,HDR,10/21/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924059,HDR,10/17/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5887590,HDR,07/15/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922741,HDR,10/04/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5894087,HDR,08/07/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5920657,HDR,09/15/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5887464,HDR,07/14/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5905287,HDR,08/17/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924257,HDR,10/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5888075,HDR,07/17/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5895560,HDR,08/09/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919924,HDR,09/08/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921208,HDR,09/20/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5896116,HDR,08/09/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5891689,HDR,08/01/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921989,HDR,09/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922145,HDR,09/29/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5897446,HDR,08/10/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5904887,HDR,08/16/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5910385,HDR,08/21/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5919961,HDR,09/08/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5888149,HDR,07/17/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5909416,HDR,08/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5922075,HDR,09/28/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5890937,HDR,07/30/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922824,HDR,10/05/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920198,HDR,09/11/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921070,HDR,09/19/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5895401,HDR,08/08/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922994,HDR,10/08/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921705,HDR,09/25/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5923932,HDR,10/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920717,HDR,09/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919344,HDR,08/31/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5896264,HDR,08/09/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5887160,HDR,07/12/2018,Denied,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921712,HDR,09/25/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919984,HDR,09/09/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920762,HDR,09/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922559,HDR,10/03/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919112,HDR,08/29/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919866,HDR,09/07/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5922408,HDR,10/02/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5880947,HDR,06/13/2018,Denied,09/25/2018,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5901523,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5909544,HDR,08/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5919956,HDR,09/08/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5919550,HDR,09/04/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5896033,HDR,08/09/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5888424,HDR,07/18/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5904680,HDR,08/15/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921858,HDR,09/26/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5889807,HDR,07/25/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5920383,HDR,09/12/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,10/27/2018 12:00:30 PM
5922448,HDR,10/02/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923810,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921543,HDR,09/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5896299,HDR,08/09/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5890009,HDR,07/26/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5892327,HDR,08/03/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920760,HDR,09/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5904489,HDR,08/15/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921298,HDR,09/21/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5924502,HDR,10/23/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5901637,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5890364,HDR,07/27/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5893244,HDR,08/06/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5923860,HDR,10/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5888237,HDR,07/18/2018,Denied,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924496,HDR,10/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922911,HDR,10/06/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5897485,HDR,08/10/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5924666,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5893396,HDR,08/06/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923686,HDR,10/15/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924700,HDR,10/25/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923084,HDR,10/09/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922009,HDR,09/27/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920738,HDR,09/17/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5914907,HDR,08/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5895571,HDR,08/09/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924187,HDR,10/19/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5924443,HDR,10/22/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920707,HDR,09/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923801,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919895,HDR,09/07/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919280,HDR,08/31/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5910408,HDR,08/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923487,HDR,10/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5890789,HDR,07/30/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921268,HDR,09/20/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5917213,HDR,08/26/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5884583,HDR,06/29/2018,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/27/2018 12:00:30 PM
5919691,HDR,09/05/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5892870,HDR,08/04/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5921487,HDR,09/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5918896,HDR,08/28/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920970,HDR,09/18/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5921630,HDR,09/25/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5904035,HDR,08/14/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920653,HDR,09/15/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922523,HDR,10/02/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923012,HDR,10/08/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5894935,HDR,08/08/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922241,HDR,10/01/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5901472,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5924165,HDR,10/18/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922016,HDR,09/28/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920668,HDR,09/15/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
